"","year","employment","edu","sum_number"
"2071",2015,"Payroll and timekeeping clerks","college+",34.21
"2072",2015,"Payroll and timekeeping clerks","hs-",43.7
"2073",2015,"Payroll and timekeeping clerks","hs-college",77.59
"2074",2015,"Personal care aides","college+",153.82
"2075",2015,"Personal care aides","hs-",590.97
"2076",2015,"Personal care aides","hs-college",411.71
"2077",2015,"Personal care and service workers, all other","college+",26.9
"2078",2015,"Personal care and service workers, all other","hs-",37.5
"2079",2015,"Personal care and service workers, all other","hs-college",35.6
"2080",2015,"Pest control workers","college+",9
"2081",2015,"Pest control workers","hs-",37.65
"2082",2015,"Pest control workers","hs-college",28.35
"2083",2015,"Pharmacists","college+",275.02
"2084",2015,"Pharmacists","hs-",0
"2085",2015,"Pharmacists","hs-college",6.47
"2086",2015,"Photographers","college+",91.65
"2087",2015,"Photographers","hs-",22.73
"2088",2015,"Photographers","hs-college",64.62
"2089",2015,"Photographic process workers and processing machine operators","college+",13.22
"2090",2015,"Photographic process workers and processing machine operators","hs-",17.3
"2091",2015,"Photographic process workers and processing machine operators","hs-college",18.52
"2092",2015,"Physical scientists, all other","college+",156
"2093",2015,"Physical scientists, all other","hs-",0
"2094",2015,"Physical scientists, all other","hs-college",0
"2095",2015,"Physician assistants","college+",108.54
"2096",2015,"Physician assistants","hs-",1.43
"2097",2015,"Physician assistants","hs-college",8.53
"2098",2015,"Plasterers and stucco masons","college+",0.74
"2099",2015,"Plasterers and stucco masons","hs-",19.28
"2100",2015,"Plasterers and stucco masons","hs-college",2.47
"2101",2015,"Podiatrists","college+",10.5
"2102",2015,"Podiatrists","hs-",0
"2103",2015,"Podiatrists","hs-college",0
"2104",2015,"Postal service clerks","college+",21.45
"2105",2015,"Postal service clerks","hs-",41.04
"2106",2015,"Postal service clerks","hs-college",61.38
"2107",2015,"Prepress technicians and workers","college+",4.86
"2108",2015,"Prepress technicians and workers","hs-",12.78
"2109",2015,"Prepress technicians and workers","hs-college",13.33
"2110",2015,"Pressers, textile, garment, and related materials","college+",1.69
"2111",2015,"Pressers, textile, garment, and related materials","hs-",44.31
"2112",2015,"Pressers, textile, garment, and related materials","hs-college",8.45
"2113",2015,"Private detectives and investigators","college+",57.36
"2114",2015,"Private detectives and investigators","hs-",8.51
"2115",2015,"Private detectives and investigators","hs-college",28.73
"2116",2015,"Procurement clerks","college+",10.29
"2117",2015,"Procurement clerks","hs-",5.97
"2118",2015,"Procurement clerks","hs-college",10.75
"2119",2015,"Production, planning, and expediting clerks","college+",90.3
"2120",2015,"Production, planning, and expediting clerks","hs-",69.8
"2121",2015,"Production, planning, and expediting clerks","hs-college",116.9
"2122",2015,"Proofreaders and copy markers","college+",5.19
"2123",2015,"Proofreaders and copy markers","hs-",1.18
"2124",2015,"Proofreaders and copy markers","hs-college",2.12
"2125",2015,"Property, real estate, and community association managers","college+",271.93
"2126",2015,"Property, real estate, and community association managers","hs-",150.57
"2127",2015,"Property, real estate, and community association managers","hs-college",226.5
"2128",2015,"Public relations and fundraising managers","college+",48.2
"2129",2015,"Public relations and fundraising managers","hs-",1.41
"2130",2015,"Public relations and fundraising managers","hs-college",6.84
"2131",2015,"Public relations specialists","college+",124.79
"2132",2015,"Public relations specialists","hs-",5.78
"2133",2015,"Public relations specialists","hs-college",21.58
"2134",2015,"Purchasing managers","college+",123.61
"2135",2015,"Purchasing managers","hs-",22.72
"2136",2015,"Purchasing managers","hs-college",54.87
"2137",2015,"Rail-track laying and maintenance equipment operators","college+",0.31
"2138",2015,"Rail-track laying and maintenance equipment operators","hs-",6.97
"2139",2015,"Rail-track laying and maintenance equipment operators","hs-college",4.21
"2140",2015,"Railroad conductors and yardmasters","college+",7.81
"2141",2015,"Railroad conductors and yardmasters","hs-",18.62
"2142",2015,"Railroad conductors and yardmasters","hs-college",24.58
"2143",2015,"Receptionists and information clerks","college+",216.57
"2144",2015,"Receptionists and information clerks","hs-",471.59
"2145",2015,"Receptionists and information clerks","hs-college",592.05
"2146",2015,"Refuse and recyclable material collectors","college+",3.64
"2147",2015,"Refuse and recyclable material collectors","hs-",80.15
"2148",2015,"Refuse and recyclable material collectors","hs-college",23.22
"2149",2015,"Registered nurses","college+",1704.14
"2150",2015,"Registered nurses","hs-",43.25
"2151",2015,"Registered nurses","hs-college",1136.1
"2152",2015,"Religious workers, all other","college+",40.53
"2153",2015,"Religious workers, all other","hs-",11.23
"2154",2015,"Religious workers, all other","hs-college",19.73
"2155",2015,"Reservation and transportation ticket agents and travel clerks","college+",34.81
"2156",2015,"Reservation and transportation ticket agents and travel clerks","hs-",28.67
"2157",2015,"Reservation and transportation ticket agents and travel clerks","hs-college",54.51
"2158",2015,"Residential advisors","college+",17.15
"2159",2015,"Residential advisors","hs-",10.97
"2160",2015,"Residential advisors","hs-college",20.83
"2161",2015,"Retail salespersons","college+",831.23
"2162",2015,"Retail salespersons","hs-",1189.35
"2163",2015,"Retail salespersons","hs-college",1268.21
"2164",2015,"Roofers","college+",4.99
"2165",2015,"Roofers","hs-",167.38
"2166",2015,"Roofers","hs-college",27.13
"2167",2015,"Sales engineers","college+",22.21
"2168",2015,"Sales engineers","hs-",1.48
"2169",2015,"Sales engineers","hs-college",7.78
"2170",2015,"Sales representatives, services, all other","college+",230.25
"2171",2015,"Sales representatives, services, all other","hs-",71.56
"2172",2015,"Sales representatives, services, all other","hs-college",142.69
"2173",2015,"Sawing machine setters, operators, and tenders, wood","college+",0.66
"2174",2015,"Sawing machine setters, operators, and tenders, wood","hs-",24.98
"2175",2015,"Sawing machine setters, operators, and tenders, wood","hs-college",5.79
"2176",2015,"Securities, commodities, and financial services sales agents","college+",195.57
"2177",2015,"Securities, commodities, and financial services sales agents","hs-",22.6
"2178",2015,"Securities, commodities, and financial services sales agents","hs-college",60.54
"2179",2015,"Sewing machine operators","college+",8.91
"2180",2015,"Sewing machine operators","hs-",125.39
"2181",2015,"Sewing machine operators","hs-college",27.7
"2182",2015,"Sheet metal workers","college+",5.19
"2183",2015,"Sheet metal workers","hs-",73.04
"2184",2015,"Sheet metal workers","hs-college",39.88
"2185",2015,"Shipping, receiving, and traffic clerks","college+",46.33
"2186",2015,"Shipping, receiving, and traffic clerks","hs-",318.28
"2187",2015,"Shipping, receiving, and traffic clerks","hs-college",180.4
"2188",2015,"Social and community service managers","college+",229.04
"2189",2015,"Social and community service managers","hs-",28.14
"2190",2015,"Social and community service managers","hs-college",66.96
"2191",2015,"Stationary engineers and boiler operators","college+",13.15
"2192",2015,"Stationary engineers and boiler operators","hs-",48.02
"2193",2015,"Stationary engineers and boiler operators","hs-college",44.84
"2194",2015,"Statistical assistants","college+",9.76
"2195",2015,"Statistical assistants","hs-",7.28
"2196",2015,"Statistical assistants","hs-college",10.95
"2197",2015,"Stock clerks and order fillers","college+",155.45
"2198",2015,"Stock clerks and order fillers","hs-",837.96
"2199",2015,"Stock clerks and order fillers","hs-college",487.09
"2200",2015,"Structural iron and steel workers","college+",2.62
"2201",2015,"Structural iron and steel workers","hs-",36.65
"2202",2015,"Structural iron and steel workers","hs-college",17.73
"2203",2015,"Structural metal fabricators and fitters","college+",1.22
"2204",2015,"Structural metal fabricators and fitters","hs-",14.38
"2205",2015,"Structural metal fabricators and fitters","hs-college",8.4
"2206",2015,"Surveying and mapping technicians","college+",5.51
"2207",2015,"Surveying and mapping technicians","hs-",21.29
"2208",2015,"Surveying and mapping technicians","hs-college",38.65
"2209",2015,"Switchboard operators, including answering service","college+",3.98
"2210",2015,"Switchboard operators, including answering service","hs-",14.27
"2211",2015,"Switchboard operators, including answering service","hs-college",15.2
"2212",2015,"Tax examiners and collectors, and revenue agents","college+",35.14
"2213",2015,"Tax examiners and collectors, and revenue agents","hs-",12.49
"2214",2015,"Tax examiners and collectors, and revenue agents","hs-college",23.36
"2215",2015,"Taxi drivers and chauffeurs","college+",59.32
"2216",2015,"Taxi drivers and chauffeurs","hs-",171.54
"2217",2015,"Taxi drivers and chauffeurs","hs-college",105.82
"2218",2015,"Teacher assistants","college+",227.91
"2219",2015,"Teacher assistants","hs-",307.82
"2220",2015,"Teacher assistants","hs-college",372.28
"2221",2015,"Telemarketers","college+",16.06
"2222",2015,"Telemarketers","hs-",33.82
"2223",2015,"Telemarketers","hs-college",45.12
"2224",2015,"Telephone operators","college+",5.33
"2225",2015,"Telephone operators","hs-",12.39
"2226",2015,"Telephone operators","hs-college",17.82
"2227",2015,"Tellers","college+",65.16
"2228",2015,"Tellers","hs-",136.32
"2229",2015,"Tellers","hs-college",173.39
"2230",2015,"Tool and die makers","college+",2.02
"2231",2015,"Tool and die makers","hs-",26.32
"2232",2015,"Tool and die makers","hs-college",26.11
"2233",2015,"Training and development managers","college+",23.45
"2234",2015,"Training and development managers","hs-",3.05
"2235",2015,"Training and development managers","hs-college",8.51
"2236",2015,"Training and development specialists","college+",67.01
"2237",2015,"Training and development specialists","hs-",15.06
"2238",2015,"Training and development specialists","hs-college",40.31
"2239",2015,"Transportation attendants, except flight attendants","college+",4.61
"2240",2015,"Transportation attendants, except flight attendants","hs-",19.05
"2241",2015,"Transportation attendants, except flight attendants","hs-college",13.83
"2242",2015,"Transportation inspectors","college+",6.16
"2243",2015,"Transportation inspectors","hs-",16.28
"2244",2015,"Transportation inspectors","hs-college",18.07
"2245",2015,"Transportation, storage, and distribution managers","college+",79.62
"2246",2015,"Transportation, storage, and distribution managers","hs-",95.32
"2247",2015,"Transportation, storage, and distribution managers","hs-college",100.29
"2248",2015,"Travel agents","college+",25.51
"2249",2015,"Travel agents","hs-",13.95
"2250",2015,"Travel agents","hs-college",35.54
"2251",2015,"Urban and regional planners","college+",21.28
"2252",2015,"Urban and regional planners","hs-",0.58
"2253",2015,"Urban and regional planners","hs-college",2.14
"2254",2015,"Ushers, lobby attendants, and ticket takers","college+",10.57
"2255",2015,"Ushers, lobby attendants, and ticket takers","hs-",16.44
"2256",2015,"Ushers, lobby attendants, and ticket takers","hs-college",14.02
"2257",2015,"Veterinarians","college+",86
"2258",2015,"Veterinarians","hs-",0
"2259",2015,"Veterinarians","hs-college",0
"2260",2015,"Waiters and waitresses","college+",335.59
"2261",2015,"Waiters and waitresses","hs-",974.91
"2262",2015,"Waiters and waitresses","hs-college",813.49
"2263",2015,"Water and wastewater treatment plant and system operators","college+",8.19
"2264",2015,"Water and wastewater treatment plant and system operators","hs-",29.47
"2265",2015,"Water and wastewater treatment plant and system operators","hs-college",32.34
"2266",2015,"Weighers, measurers, checkers, and samplers, recordkeeping","college+",13.51
"2267",2015,"Weighers, measurers, checkers, and samplers, recordkeeping","hs-",39.03
"2268",2015,"Weighers, measurers, checkers, and samplers, recordkeeping","hs-college",26.47
